Field initialized 
Update start 
 Acceptance rate at sweep 0 : 22.4697 %  
Acceptance rate at sweep 1 : 22.9993 %  
Acceptance rate at sweep 2 : 23.2801 %  
Acceptance rate at sweep 3 : 23.5648 %  
Acceptance rate at sweep 4 : 23.8157 %  
Acceptance rate at sweep 5 : 24.0438 %  
Acceptance rate at sweep 6 : 24.289 %  
Acceptance rate at sweep 7 : 24.5064 %  
Acceptance rate at sweep 8 : 24.7469 %  
Acceptance rate at sweep 9 : 24.9648 %  
Acceptance rate at sweep 10 : 25.1784 %  
Acceptance rate at sweep 11 : 25.4178 %  
Acceptance rate at sweep 12 : 25.6334 %  
Acceptance rate at sweep 13 : 25.8459 %  
Acceptance rate at sweep 14 : 26.0475 %  
Acceptance rate at sweep 15 : 26.2377 %  
Acceptance rate at sweep 16 : 26.4421 %  
Acceptance rate at sweep 17 : 26.6368 %  
Acceptance rate at sweep 18 : 26.8171 %  
Acceptance rate at sweep 19 : 27.0219 %  
Acceptance rate at sweep 20 : 27.2202 %  
Acceptance rate at sweep 21 : 27.4095 %  
Acceptance rate at sweep 22 : 27.6 %  
Acceptance rate at sweep 23 : 27.7898 %  
Acceptance rate at sweep 24 : 27.9813 %  
Acceptance rate at sweep 25 : 28.1559 %  
Acceptance rate at sweep 26 : 28.344 %  
Acceptance rate at sweep 27 : 28.5262 %  
Acceptance rate at sweep 28 : 28.7119 %  
Acceptance rate at sweep 29 : 28.9079 %  
Acceptance rate at sweep 30 : 29.0886 %  
Acceptance rate at sweep 31 : 29.2708 %  
Acceptance rate at sweep 32 : 29.4458 %  
Acceptance rate at sweep 33 : 29.6197 %  
Acceptance rate at sweep 34 : 29.7961 %  
Acceptance rate at sweep 35 : 29.9693 %  
Acceptance rate at sweep 36 : 30.1412 %  
Acceptance rate at sweep 37 : 30.302 %  
Acceptance rate at sweep 38 : 30.453 %  
Acceptance rate at sweep 39 : 30.5944 %  
Acceptance rate at sweep 40 : 30.7309 %  
Acceptance rate at sweep 41 : 30.8526 %  
Acceptance rate at sweep 42 : 30.9811 %  
Acceptance rate at sweep 43 : 31.0993 %  
Acceptance rate at sweep 44 : 31.214 %  
Acceptance rate at sweep 45 : 31.3281 %  
Acceptance rate at sweep 46 : 31.4321 %  
Acceptance rate at sweep 47 : 31.5341 %  
Acceptance rate at sweep 48 : 31.6238 %  
Acceptance rate at sweep 49 : 31.7153 %  
Acceptance rate at sweep 50 : 31.8023 %  
Acceptance rate at sweep 51 : 31.8878 %  
Acceptance rate at sweep 52 : 31.9686 %  
Acceptance rate at sweep 53 : 32.0417 %  
Acceptance rate at sweep 54 : 32.1164 %  
Acceptance rate at sweep 55 : 32.1852 %  
Acceptance rate at sweep 56 : 32.2496 %  
Acceptance rate at sweep 57 : 32.3197 %  
Acceptance rate at sweep 58 : 32.384 %  
Acceptance rate at sweep 59 : 32.4467 %  
Acceptance rate at sweep 60 : 32.5104 %  
Acceptance rate at sweep 61 : 32.5676 %  
Acceptance rate at sweep 62 : 32.6192 %  
Acceptance rate at sweep 63 : 32.6761 %  
Acceptance rate at sweep 64 : 32.7303 %  
Acceptance rate at sweep 65 : 32.7816 %  
Acceptance rate at sweep 66 : 32.834 %  
Acceptance rate at sweep 67 : 32.8863 %  
Acceptance rate at sweep 68 : 32.939 %  
Acceptance rate at sweep 69 : 32.9805 %  
Acceptance rate at sweep 70 : 33.0298 %  
Acceptance rate at sweep 71 : 33.0718 %  
